cliente_id,nombre,email,telefono,estado,fecha_registro,edad,genero,codigo_postal
528.0,Lourdes Trinidad Sánchez Verdugo,felicianoreynaldo@example.org,1-186-846-7026,CDMX,2024-11-14,-5.0,,ABCDE
529.0,Dolores Berta Acevedo Abrego,jose-emilio70@example.org,08450361769,Estado de México,2025-01-25,-5.0,,
530.0,Eva Esmeralda Cedillo Montenegro,jeronimo80@example.com,736.443.0868,Querétaro,2025-03-30,,,
531.0,Javier Valdivia,quinonesfelipe@example.org,(995)833-5275,Nuevo León,2022-09-05,-5.0,Otro,ABCDE
532.0,Héctor Agustín Caballero,carlota51@example.net,1-491-832-1349x385,Puebla,2024-04-16,999.0,Otro,ABCDE
533.0,Aida Ivonne Otero Gallegos,zoegamboa@example.com,03928827491,Estado de México,2024-07-23,,,
534.0,Emilia Arteaga Echeverría,correo_mal_formado,+01(2)3981101469,Yucatán,2025-01-14,999.0,F,ABCDE
535.0,José Omar Canales Razo,juan-carloscaballero@example.org,586-500-4065x771,Querétaro,2025-12-22,71.0,,ABCDE
536.0,Gonzalo Zeferino Vigil,homero43@example.org,1-214-806-6109x0812,Nuevo León,2024-04-26,-5.0,F,
537.0,Ing. Teodoro Menchaca,adan85@example.net,955-041-5102x7373,Nuevo León,2024-11-23,999.0,,52635-6441
538.0,Vanesa Mariana de la Rosa,eduardoalvarez@example.org,286.984.1101x2487,Veracruz,2023-06-02,999.0,,ABCDE
539.0,Abril Esperanza Lomeli,ccisneros@example.net,1-796-506-9947x6682,Yucatán,2025-06-04,999.0,,63989
540.0,Daniela Carlota Raya Zúñiga,brisenoaldonza@example.org,09478093856,Estado de México,2024-06-11,62.0,M,
541.0,Ing. Marcos Fierro,irene30@example.com,+55(6)5441854924,Estado de México,2023-11-14,28.0,,ABCDE
542.0,Andrea Delia Laboy,yvelez@example.org,(168)970-0476x7135,Estado de México,2025-12-25,999.0,M,33064-0303
543.0,Óscar Aguayo,albagloria@example.net,300.295.1038x72200,Jalisco,2023-09-26,,,
544.0,Mónica Perla Gastélum,nlomeli@example.net,368-436-9032,Veracruz,2026-04-27,999.0,,
545.0,Leonor Aida Rolón,galindonatividad@example.org,465-673-7813x786,Estado de México,2024-02-17,999.0,M,
546.0,Emilio Federico Valle Luna,aldonzabermudez@example.org,286.796.1386,Guanajuato,2025-02-18,23.0,F,
547.0,Genaro Girón,pzedillo@example.org,119.260.1800x124,Querétaro,2025-08-06,999.0,F,ABCDE
548.0,Federico Renato Vega,acostagabriel@example.net,(945)097-7429,Estado de México,2025-02-26,48.0,,ABCDE
549.0,Julia Molina Gamboa,irene83@example.org,(884)426-3433x1051,Estado de México,2025-10-03,-5.0,M,15306-5255
550.0,Martín Jiménez,fariasclaudia@example.net,(434)907-5665x74551,CDMX,2025-10-28,-5.0,M,
551.0,Samuel Hernández Tamez,felix48@example.net,436-724-9475x54247,Puebla,2026-06-07,,,
552.0,Silvano Gálvez Montero,espartacovillegas@example.org,033.791.8862x9387,Estado de México,2025-04-16,999.0,,
553.0,Evelio Nevárez,vsalgado@example.net,092-960-3189,Guanajuato,2025-09-05,,F,ABCDE
554.0,Sessa Guerra Reséndez,dvilla@example.org,012.368.8587x59592,Guanajuato,2021-11-11,,,ABCDE
555.0,Ing. Rodrigo Armendáriz,fsisneros@example.org,728-253-8295x8105,Guanajuato,2023-06-05,,F,
556.0,Abraham Adalberto Olvera de Anda,irma27@example.net,252.408.9494x725,Jalisco,2022-02-08,54.0,,
557.0,Uriel Luis Manuel Huerta,borregoirma@example.com,(842)032-1056x248,Estado de México,2023-11-25,,,55735-4211
558.0,Miguel Ángel Roberto Galván Valles,aldonza20@example.net,350.738.9995,Querétaro,2023-10-07,999.0,,
559.0,Srita. María José Anaya,jaquezcristal@example.com,139.898.7150,Guanajuato,2025-02-01,999.0,,70610-0970
560.0,Florencia Luisa Toledo,florenciabenavides@example.net,546.212.7203x634,Estado de México,2022-10-19,999.0,,
561.0,Salma Concepción Duarte,nelly12@example.com,1-105-925-1011x989,Querétaro,2022-11-15,57.0,F,
562.0,Bianca María del Carmen Guillen Parra,abelardo71@example.com,(902)497-8122,Jalisco,2021-12-27,-5.0,M,
563.0,Mayte María Eugenia Correa Delgado,esperanzavarela@example.com,1-350-493-8207x6175,Estado de México,2025-07-26,,,ABCDE
564.0,Benjamín Ramón Trujillo,loyaestela@example.net,1-247-733-0757x52795,Guanajuato,2025-06-23,,,ABCDE
565.0,Yeni Isabel Brito,cristian86@example.org,07186457928,Guanajuato,2022-01-29,999.0,,
566.0,Renato Abraham Aguayo,florencia69@example.net,509.303.2706x23863,Yucatán,2023-01-10,999.0,Otro,
567.0,Dr. Joaquín Archuleta,marreroveronica@example.org,169-165-8659,Nuevo León,2026-05-26,999.0,,29024
568.0,Elsa Cortez,ede-anda@example.net,490.852.5329,Estado de México,2022-12-03,999.0,F,
569.0,Eugenio Humberto Cortés,garibayfrancisco-javier@example.org,(229)855-1950x193,Guanajuato,2025-10-09,999.0,,ABCDE
570.0,Martha Dulce María Zarate Galarza,rbermudez@example.com,462.377.4327,Guanajuato,2024-05-12,999.0,,
571.0,Uriel José Emilio Cabán Núñez,leonraul@example.com,1-636-779-8464x9487,Jalisco,2025-04-05,54.0,F,
572.0,Inés Perea,francisca36@example.net,1-750-278-6429,CDMX,2023-03-14,,,
573.0,Lorena Morales,georginahurtado@example.org,1-246-980-6969,Nuevo León,2025-02-11,999.0,,ABCDE
574.0,Eugenia Guajardo,reynaldo13@example.com,1-987-421-2320,Yucatán,2024-02-23,50.0,,01407-4306
575.0,Salma Saldivar,jassoclaudia@example.org,919.173.1891,Querétaro,2025-05-20,-5.0,,33034
576.0,Mónica Nancy Canales Urías,marisol50@example.com,1-989-850-0933x2392,Veracruz,2022-04-07,,,20669-7586
577.0,Eduardo Iglesias Terán,alvarourias@example.com,+47(3)7348110885,Puebla,2022-06-23,37.0,,
578.0,Adalberto Godínez Orozco,bernabe85@example.org,525.867.5185,Estado de México,2025-08-01,73.0,,51095
579.0,Teresa Santacruz Bernal,helenaapodaca@example.org,(973)179-1155,Puebla,2021-07-11,-5.0,,ABCDE
580.0,Alvaro Rico,miramontespaulina@example.com,757.224.9613,Nuevo León,2023-05-17,,F,
581.0,María Luisa Barajas Patiño,tgrijalva@example.com,738-441-8911x0285,CDMX,2026-02-04,-5.0,,
582.0,Esparta Casillas,ymontenegro@example.com,1-759-395-3154x385,Yucatán,2022-04-30,-5.0,Otro,
583.0,Dra. Lourdes Varela,patriciapuga@example.net,345.021.9639x06240,Querétaro,2024-04-18,72.0,F,ABCDE
584.0,Mateo Cristobal Bahena,montenegroalicia@example.net,811-019-5838,CDMX,2021-08-14,,F,
585.0,Lucía Gabriela Melgar Nieto,david50@example.net,347.964.0628,Nuevo León,2026-04-19,-5.0,F,ABCDE
586.0,Daniel Apodaca Cortés,adanelizondo@example.org,06986758244,Veracruz,2022-09-23,-5.0,,ABCDE
587.0,Dr. Iván Puente,montaneznoemi@example.org,761-178-9981,Veracruz,2021-12-21,22.0,,
588.0,Adela Razo,fescobar@example.org,1-609-213-2401,Estado de México,2022-01-13,999.0,Otro,06948-8251
589.0,Eric Oswaldo Uribe Pelayo,vigilestefania@example.net,105-444-2130,Jalisco,2025-03-19,999.0,Otro,72112
590.0,Sergio Olmos Muro,eduardomercado@example.net,338.069.1687x7666,Yucatán,2026-04-04,,,
591.0,Ana María María Luisa Quesada,nayeli70@example.org,126-964-8387,Veracruz,2025-02-18,-5.0,Otro,
592.0,Sr. Eloy Ortiz,ricoramiro@example.net,216.880.8368x213,Yucatán,2024-07-21,,,ABCDE
593.0,Modesto Cuellar,fvillalpando@example.org,1-775-025-5032,Estado de México,2024-02-12,75.0,M,20069-5000
594.0,Jacinto Ojeda,blancaarmendariz@example.org,651.418.9675x70712,Veracruz,2024-04-29,19.0,F,ABCDE
595.0,Lic. Ángela Salcedo,tperes@example.org,(581)320-9145x590,Veracruz,2024-06-04,999.0,F,
596.0,Vicente Zambrano,asunciondelgado@example.org,1-869-845-4855x583,Querétaro,2023-01-12,-5.0,M,
597.0,Bruno Mauricio Cuellar Carrero,estradadaniela@example.net,537-657-5513x332,Querétaro,2021-10-04,-5.0,F,91500-8176
598.0,Estela Amalia Ortiz,qmora@example.com,925-823-7155x8165,Guanajuato,2026-02-18,-5.0,F,ABCDE
599.0,Dra. María Teresa Hurtado,benito00@example.org,1-835-146-5624,Jalisco,2021-08-09,63.0,M,
600.0,Cristian Gabriel Rolón,porosco@example.com,797.973.0408x0475,Veracruz,2024-10-01,,,
601.0,Sessa Salgado Puente,eloynazario@example.net,1-098-658-9469x99969,Yucatán,2026-04-18,999.0,M,14561-4103
602.0,Ing. Camila Menchaca,maresalicia@example.net,+43(3)2537913815,Estado de México,2022-12-17,70.0,,
603.0,Srita. Carmen Rojo,claudia08@example.org,+04(4)3453152544,Veracruz,2024-03-29,,,56155
604.0,Jonás Amador Castillo Gaytán,albertoespinosa@example.net,05293804459,Jalisco,2024-09-19,-5.0,Otro,
605.0,Carla Quintana,daliaramirez@example.com,439.081.0549x2217,Nuevo León,2023-07-05,,F,71589-6607
606.0,Patricio Eloy Mendoza Laureano,elisa33@example.org,+78(9)0682741715,Yucatán,2021-08-13,54.0,,
607.0,Jacobo Griego Galindo,joaquin03@example.net,1-681-938-6525x06579,Veracruz,2025-04-22,,F,ABCDE
608.0,Miriam Georgina Rubio Lovato,isaavedra@example.net,576-596-1011,Veracruz,2025-06-14,,M,13181-5679
609.0,Isabel Noemí Sotelo,itzel81@example.net,(869)921-3684x79608,Nuevo León,2021-08-16,66.0,,ABCDE
610.0,Elias Arenas Cervantes,qrivas@example.net,303.273.4456,Estado de México,2026-02-05,-5.0,F,
611.0,Ing. Rufino Rivera,aguilarasuncion@example.com,(875)505-6874x318,Querétaro,2023-07-14,59.0,F,
612.0,Dra. Violeta Cordero,brionesbernabe@example.org,09784229823,CDMX,2023-05-05,-5.0,F,
613.0,Ana Varela Chávez,mariorivero@example.net,364.368.1609x802,Guanajuato,2025-07-29,36.0,F,ABCDE
614.0,Alfredo Acosta,arturo73@example.com,1-520-516-9875x5769,Guanajuato,2025-08-24,,,83226
615.0,Yolanda Dolores Ledesma,caballeromaria-cristina@example.org,002-421-2713x76241,Yucatán,2024-10-05,74.0,Otro,
616.0,Abraham Cornelio Preciado,gabino62@example.org,(455)989-4628,Nuevo León,2023-09-01,999.0,Otro,
617.0,Olivia Indira Tafoya Carrillo,tovarpablo@example.org,189.814.5506,Veracruz,2024-11-18,67.0,M,28343-2963
618.0,Leonardo Jos Quesada,emilianopalacios@example.org,(735)240-8351x504,CDMX,2025-07-13,,M,39374
619.0,Lic. Juan Carlos Miranda,benito53@example.com,+11(4)0095157720,Guanajuato,2022-08-13,-5.0,,ABCDE
620.0,Dr. Óscar Hernádez,mitzy44@example.com,040.970.0136,Guanajuato,2024-07-21,999.0,M,
621.0,Marcos Calvillo,juana77@example.net,05814123420,Querétaro,2024-07-30,-5.0,M,
622.0,Camilo Zavala,quinoneslaura@example.org,06372819327,Nuevo León,2022-05-19,-5.0,,52447
623.0,Marisela Negrón Rocha,hugocanales@example.com,1-739-271-9109x43022,Querétaro,2025-08-20,999.0,F,05722-3439
624.0,Clara Diana Arguello,cristalmireles@example.com,1-162-302-0510x0657,Puebla,2024-08-30,999.0,M,ABCDE
625.0,Hilda Guevara Menéndez,correo_mal_formado,(832)411-5245x74550,CDMX,2025-09-08,,M,98963
626.0,Manuel Hernádez,menchacaanel@example.com,979.158.4545x54902,Nuevo León,2024-10-13,62.0,F,ABCDE
627.0,Víctor José María Muro Bustos,vvalentin@example.net,09501545726,Estado de México,2022-03-06,-5.0,F,
628.0,Srita. Irma Pacheco,carmenmontanez@example.org,466-835-1512,Nuevo León,2022-02-16,-5.0,M,72357-5343
629.0,Sr. José Cornejo,qcasillas@example.com,(751)989-4765x2910,Estado de México,2026-01-08,999.0,Otro,36809
630.0,Magdalena Zedillo,anel69@example.net,(614)757-0780x18202,Querétaro,2021-10-06,63.0,,ABCDE
631.0,Luis Manuel Navarrete Garibay,modesto31@example.org,1-268-840-6882,Yucatán,2022-06-14,41.0,,
632.0,Aida Monroy Olivera,wcabrera@example.net,647.889.4072x36993,Estado de México,2024-06-27,-5.0,M,21962-3849
633.0,Srita. Georgina Escalante,llamasluis-miguel@example.org,04608543412,Puebla,2025-11-19,65.0,M,99888
634.0,Ana María Bravo,zeferinoconcepcion@example.net,+66(3)8441068350,Puebla,2024-11-05,999.0,Otro,ABCDE
635.0,Diana Estévez Farías,bonillawilfrido@example.net,(172)085-2844x373,Nuevo León,2023-12-24,29.0,,ABCDE
636.0,Iván Lovato Vallejo,eva41@example.com,917.696.9267x3411,Puebla,2026-05-11,,,
637.0,Indira Zoé Barajas Terrazas,rosariomariano@example.net,+87(7)4249385860,Querétaro,2021-10-03,70.0,,
638.0,Lic. Paulina Rodrígez,adalberto07@example.org,128.675.8611,Jalisco,2025-07-31,50.0,F,
639.0,Abel José María Torres,sanchezkarina@example.com,661.800.9282x758,Yucatán,2025-09-23,999.0,M,ABCDE
640.0,Dr. Julio Camarillo,holguinjuan-carlos@example.net,1-252-842-8346,Querétaro,2024-09-15,-5.0,Otro,82111-5146
641.0,Gerardo Barragán de la Torre,perlafeliciano@example.com,981-303-4303x3367,Yucatán,2026-01-05,47.0,Otro,
642.0,Hilda Lara Farías,upena@example.org,746.957.6796x18619,Querétaro,2025-03-05,-5.0,,
643.0,Ing. Zoé Granado,garciaelias@example.org,1-365-797-5631x51919,Veracruz,2023-03-24,999.0,F,
644.0,Angélica Robledo,cristina43@example.org,1-921-243-4543x11640,Nuevo León,2022-05-08,999.0,M,
645.0,Ing. Jaime Toro,elizondoariadna@example.com,973.900.6765,Yucatán,2022-08-15,40.0,Otro,46056
646.0,Gustavo Joaquín Padilla,jorge-luislara@example.com,713-125-9138x206,Guanajuato,2023-06-26,-5.0,M,
647.0,Abigail Durán Quesada,benavidesvictoria@example.org,261.463.0731,Yucatán,2025-10-14,999.0,,87974-8953
648.0,Francisco Javier Lovato,correo_mal_formado,552.886.2540x84902,Nuevo León,2023-09-02,-5.0,M,47553-4909
649.0,Berta Abreu Collado,octaviogalindo@example.com,1-011-832-8753x774,Puebla,2024-09-28,999.0,Otro,ABCDE
650.0,Nicolás Puga,karlacovarrubias@example.net,(667)445-4020,Jalisco,2024-07-26,55.0,,
651.0,Beatriz Teresa Lucio,nicolassalazar@example.net,(346)567-4755,Guanajuato,2024-02-04,22.0,,
652.0,Elisa Venegas Córdova,cuellarconcepcion@example.com,1-378-404-6575,Puebla,2022-02-05,-5.0,Otro,ABCDE
653.0,Sergio Marco Antonio Negrete Naranjo,georginagarza@example.org,887.217.1682,Estado de México,2022-01-06,999.0,Otro,
654.0,Sr. David Ybarra,concepcionmonica@example.net,1-155-006-5802x66868,Jalisco,2025-11-27,,,70709
655.0,Óscar Ortiz,guruleangel@example.net,01889299871,Nuevo León,2022-07-24,,,ABCDE
656.0,Jesús José Luis Bueno Valverde,elvira52@example.net,1-667-484-8527,Estado de México,2021-08-14,44.0,,
657.0,José Serafín Véliz Fonseca,ramiro17@example.net,676-608-5722,Puebla,2023-07-13,-5.0,,
658.0,Leonardo Silvano Rangel,cornelio84@example.org,03576783842,Jalisco,2025-08-27,,Otro,43549-7994
659.0,Trinidad Sandoval,villasenorjorge@example.com,002.726.1391,Puebla,2023-11-12,-5.0,F,83699
660.0,Jacobo Saldaña,helenavaladez@example.com,476.602.4317x0687,Puebla,2024-01-21,999.0,,53841
661.0,Paola Rubio Galván,grivera@example.org,558.309.8906,Querétaro,2023-07-27,,M,ABCDE
662.0,Gerardo Jonás Ordóñez Soliz,indiraramos@example.com,1-617-487-9002x3331,Veracruz,2026-02-05,,M,ABCDE
663.0,Anel María Luisa Serrano,rodrigoblanco@example.com,00133393371,Jalisco,2025-04-04,,M,65721
664.0,Itzel Cervántez Velasco,carolina80@example.net,(976)610-2469x4475,CDMX,2025-08-08,,F,
665.0,Martín Espino,emiliano52@example.net,097.512.4291x1342,Guanajuato,2023-07-23,41.0,,
666.0,Dr. Ángel Preciado,padillajuan-carlos@example.org,00175350912,Jalisco,2024-12-09,19.0,F,ABCDE
667.0,Olivia Citlali Amaya Tafoya,alvaro76@example.net,1-689-053-8573,Nuevo León,2024-08-20,-5.0,M,02180
668.0,Mauricio Julio Mejía Sánchez,hermelinda83@example.net,1-159-315-7769x11010,Veracruz,2022-01-19,,,ABCDE
669.0,Lic. Óscar Rosas,aldonza01@example.com,1-558-647-9652x61930,Guanajuato,2022-11-05,49.0,,ABCDE
670.0,Ramón Herrera,xmota@example.com,06415100612,Nuevo León,2025-10-19,,F,
671.0,Jesús Granados,garridohector@example.org,639-976-9711x8751,Querétaro,2022-09-10,,M,
672.0,Homero Vargas Casas,castillodario@example.com,(212)114-8708,Querétaro,2025-04-14,999.0,,ABCDE
673.0,Mauro Enrique Ojeda,judithsaiz@example.com,05760049910,CDMX,2021-09-20,-5.0,,
674.0,René Jaramillo Estrada,jordonez@example.org,274-471-4336x45851,Guanajuato,2023-12-04,,,90213
675.0,Pablo Alonzo,nayelisisneros@example.com,649.069.4883x98458,Guanajuato,2022-09-22,-5.0,,ABCDE
676.0,Magdalena Barreto,hespinosa@example.com,952-196-4885x71379,Estado de México,2025-02-07,-5.0,,
677.0,Alvaro Mireles Jáquez,uriel29@example.com,1-623-583-2099x31207,Nuevo León,2025-10-22,-5.0,,
678.0,Cornelio Espartaco Arredondo,pedromoreno@example.org,1-907-597-0461x516,CDMX,2025-08-15,-5.0,M,ABCDE
679.0,Timoteo Alcántar,juana76@example.org,(508)228-0297,Yucatán,2023-07-14,,F,35984-1421
680.0,Óliver Villaseñor,guerreronoelia@example.net,1-941-426-6025x286,Puebla,2025-07-24,,Otro,90545
681.0,Salvador Jos de Anda,friasguillermo@example.com,+16(1)0195412167,Puebla,2022-02-28,999.0,Otro,
682.0,Ing. Reina Gallardo,cristianquiroz@example.net,(894)147-2301,Nuevo León,2024-07-13,-5.0,Otro,67409
683.0,Magdalena Ayala,carrillofrancisco@example.net,1-195-609-2425x35623,Estado de México,2022-08-31,,,
684.0,Esperanza Marín Castellanos,gmontemayor@example.com,964.770.7691x64927,Veracruz,2021-08-02,-5.0,F,ABCDE
685.0,Miguel Emiliano Madera Zelaya,de-la-cruznoemi@example.com,(842)103-2699x09559,CDMX,2024-01-31,23.0,F,
686.0,Hernán Darío Peña Tejada,jgastelum@example.net,684-673-1451x209,CDMX,2021-10-20,999.0,M,
687.0,Pedro García Salinas,ttejeda@example.org,(266)293-7967,Puebla,2023-12-03,,Otro,
688.0,Gabriel Diego Pedraza Piña,ivalles@example.org,182-689-8406x898,Estado de México,2022-04-28,21.0,F,
689.0,Rufino Correa Reyna,manuelcintron@example.com,874-614-0867x09957,Jalisco,2024-03-19,-5.0,M,
690.0,Dra. Patricia Pantoja,jacintoarmenta@example.com,+11(2)8154057383,Guanajuato,2025-09-30,55.0,Otro,
691.0,José Emilio Tamez Garica,florenciavaldivia@example.com,(760)177-5025,Estado de México,2024-05-20,,,ABCDE
692.0,Ing. Concepción Balderas,mariselayanez@example.org,+67(0)4108408427,Estado de México,2023-03-05,-5.0,F,
693.0,Darío Pablo Camarillo Armenta,isabel20@example.org,758-095-0078x1725,Guanajuato,2021-10-10,-5.0,F,
694.0,Zeferino Daniel Sepúlveda Burgos,gloriavarela@example.net,05259776967,CDMX,2023-12-14,999.0,,41530-1802
695.0,Sr. Israel Tejada,margarita13@example.net,(115)598-9511,Nuevo León,2023-09-29,-5.0,,
696.0,Mateo Palacios Domínguez,socorro77@example.com,(124)021-3255,Jalisco,2024-01-21,,Otro,61239-7350
697.0,Óscar Aldo Pérez,qalfaro@example.com,1-283-962-2460x766,Puebla,2023-07-28,-5.0,F,12187-0069
698.0,Isabela Socorro Cardona Llamas,omarquinones@example.com,245.042.9335,Estado de México,2024-08-14,46.0,Otro,
699.0,Sra. Salma de la Torre,estevezteodoro@example.net,283.692.0083x26988,Puebla,2021-07-23,62.0,Otro,
700.0,Sergio Iván Mondragón Treviño,godoyjose@example.org,(960)664-3688x219,Jalisco,2023-06-06,64.0,M,ABCDE
701.0,Tomás Posada Jurado,correo_mal_formado,(899)608-2189,Veracruz,2023-08-26,999.0,F,ABCDE
702.0,Alberto Patricio Espinosa,fcarrasco@example.org,+51(3)4800892608,Veracruz,2026-06-22,999.0,Otro,ABCDE
703.0,Helena Dulce Prado,alberto55@example.org,807-501-7704x9780,Jalisco,2024-04-15,999.0,,
704.0,Ing. Lorena Coronado,barelaelsa@example.org,(243)874-0869x5886,Nuevo León,2023-10-10,46.0,M,
705.0,Ing. Asunción Amaya,miguel36@example.com,1-847-994-4755,CDMX,2022-10-01,-5.0,M,64065-6527
706.0,Pascual Zeferino Girón,concepcion11@example.org,04005298722,Estado de México,2024-12-17,999.0,F,25909
707.0,Ing. Esparta Urrutia,gbernal@example.net,1-201-985-7253,Yucatán,2026-02-04,75.0,Otro,ABCDE
708.0,Abelardo Macías Ochoa,trolon@example.org,381-582-4036x04291,CDMX,2022-04-01,,,ABCDE
709.0,Angélica Elsa Sanabria Cardenas,rgriego@example.com,01477007398,Nuevo León,2022-12-30,21.0,Otro,
710.0,María Elsa Nieves,ariadnapedroza@example.org,(629)974-3800x7397,Puebla,2026-06-23,-5.0,Otro,
711.0,Camila Rosa Jimínez Rincón,calderonevelio@example.com,(604)473-0185x11237,Puebla,2022-11-20,24.0,,ABCDE
712.0,Abelardo Zavala Arce,puenteeugenio@example.org,+52(0)4851578934,Nuevo León,2026-06-29,-5.0,M,ABCDE
713.0,Iván Iván Gonzales,lauragalvan@example.com,(213)315-5692,Jalisco,2025-08-09,999.0,F,19402-4792
714.0,Porfirio Quiroz,rene36@example.net,636.663.3123,CDMX,2022-04-20,,Otro,50027-9066
715.0,Estefanía Madrid,epatino@example.com,092-122-1193x925,Veracruz,2023-11-11,72.0,Otro,ABCDE
716.0,Martín Collado,estradaramiro@example.org,391.796.3049x8718,Veracruz,2025-05-05,-5.0,M,ABCDE
717.0,Celia Salcido Toledo,marisol93@example.org,03937596501,Nuevo León,2021-08-05,999.0,Otro,
718.0,Abraham Leonardo Lerma,emilianoalvarado@example.com,962.030.8209x915,Veracruz,2022-02-25,-5.0,,ABCDE
719.0,Humberto Castro Rivera,ana-marialuevano@example.org,974-593-7034,Querétaro,2023-03-02,-5.0,,50932-9240
720.0,Paola Victoria Zedillo,mendozajavier@example.net,368.028.7836x67261,Nuevo León,2024-04-07,66.0,M,
721.0,Juan Flavio Valdivia Chavarría,rufino75@example.net,+54(5)6838912534,Yucatán,2024-02-15,,,05806
722.0,Dra. Asunción Uribe,rvigil@example.com,(833)116-8306x93715,Guanajuato,2025-02-19,999.0,,ABCDE
723.0,Federico Gollum,jorgecervantes@example.org,202-641-7593x82198,Puebla,2026-02-07,-5.0,M,ABCDE
724.0,David Madrid,gilberto21@example.net,325.898.6415x003,CDMX,2026-05-02,,M,ABCDE
725.0,Rosario Conchita Partida,josegaitan@example.com,1-940-301-4212x584,Nuevo León,2021-10-28,,F,
726.0,Mitzy Alejandra Nieto,drascon@example.org,(935)722-7881x3147,CDMX,2021-07-31,45.0,,
727.0,Claudio Mariano Verdugo,madridsantiago@example.com,(542)284-4132,Nuevo León,2026-01-09,-5.0,Otro,44947
728.0,Carlota Ariadna Castañeda,warguello@example.org,419.934.6049x60009,Jalisco,2023-04-05,999.0,,
729.0,Rodolfo Espinal Cintrón,melendezoscar@example.net,054.777.8357,Querétaro,2021-09-27,999.0,M,ABCDE
730.0,Nancy Narváez Colón,miriam10@example.net,1-342-380-1418x2590,Jalisco,2025-06-01,,F,03768-4548
731.0,Vicente Alejandro Barrera Valdés,timoteonevarez@example.com,950.780.4247x916,Jalisco,2022-04-06,54.0,Otro,
732.0,Juan Juan Carlos Burgos Noriega,rene12@example.net,1-561-175-8285x660,Guanajuato,2023-09-13,999.0,,ABCDE
733.0,Ing. José María Ozuna,alta-gracia67@example.net,052-719-4028,CDMX,2023-05-29,-5.0,,
734.0,Delia Mercedes Serna,florencia37@example.com,1-139-286-8230x573,Guanajuato,2021-10-02,999.0,Otro,
735.0,Elvira Amanda Curiel Palacios,lmaestas@example.com,+07(0)3794435137,CDMX,2022-07-03,999.0,Otro,
736.0,Iván Jesús Bustos Gracia,maderaantonio@example.org,(858)693-7610x978,CDMX,2025-10-27,-5.0,Otro,
737.0,Josefina Raquel Gil,baleman@example.com,01322749182,Veracruz,2023-07-22,72.0,F,
738.0,Abelardo Teodoro Véliz Colón,jose-emiliobenitez@example.org,(640)568-4992x722,Querétaro,2025-05-01,999.0,Otro,
739.0,Noemí Quesada Luevano,egarica@example.org,1-154-025-3642,Guanajuato,2023-06-15,56.0,F,ABCDE
740.0,Mercedes Tejeda,wyanez@example.com,1-610-002-7876x5832,Puebla,2022-08-08,999.0,,
741.0,Carmen Tijerina,verduzcomaria-cristina@example.net,149.317.5224,CDMX,2026-02-11,,M,
742.0,Aldonza Matías,reynaldo00@example.org,(520)308-6194,Yucatán,2025-11-22,,,94138-7670
743.0,Hugo Camacho Montenegro,ncadena@example.com,1-071-469-7258,Nuevo León,2022-09-25,,M,
744.0,Guadalupe Aguayo,amiramontes@example.net,722.622.4190x649,CDMX,2025-09-11,47.0,Otro,
745.0,Alfonso Pascual Enríquez Enríquez,correo_mal_formado,(922)320-2511,Querétaro,2024-04-28,999.0,,ABCDE
746.0,Roberto José Ramón Lozada,torozco@example.com,020.552.6642x692,Jalisco,2025-01-09,61.0,F,
747.0,Arcelia Gastélum,espartagaray@example.com,07115686641,Veracruz,2023-03-11,999.0,F,ABCDE
748.0,Sra. Lourdes Rocha,correo_mal_formado,310.022.7171,Yucatán,2023-10-22,-5.0,F,
749.0,Cornelio Rosales,cresponancy@example.org,217.192.3577x78432,Jalisco,2025-02-08,36.0,,61259
750.0,Ing. Darío Sierra,lperalta@example.com,1-992-650-0621x440,Nuevo León,2023-02-02,,F,
751.0,Laura Quintana Brito,aaguilar@example.net,031-972-8227,Puebla,2021-09-30,999.0,,58787-0508
752.0,Susana Muñoz Espinoza,coronapilar@example.com,788.683.1252x66529,CDMX,2024-01-14,,F,03106-1673
753.0,Ing. Jorge Luis Ávila,guerrerojose@example.net,734-058-1019x1070,Puebla,2022-01-21,-5.0,Otro,ABCDE
754.0,Lic. María Elena Polanco,fernandoprieto@example.net,764-471-2473,Guanajuato,2023-02-21,-5.0,,
755.0,Natividad Soto Villalpando,evelio62@example.net,(663)706-0376,Puebla,2022-03-27,-5.0,,ABCDE
756.0,Sr. Ricardo Laureano,victoria57@example.net,1-532-916-1312x6072,Jalisco,2023-12-20,-5.0,,
757.0,Sra. Rosalia Tafoya,qacosta@example.com,02225313797,Querétaro,2021-07-12,61.0,,78491
758.0,Ing. Vicente del Valle,olivoestefania@example.com,1-884-757-8976,Estado de México,2023-09-16,-5.0,Otro,
759.0,Celia Esther Lira Peres,marianacantu@example.com,745-752-2804x15294,Querétaro,2025-05-10,,,
760.0,Vanesa Mejía,qvelasco@example.com,+85(6)6412060452,CDMX,2023-04-24,999.0,Otro,
761.0,Zacarías David Vela,julia01@example.net,985.481.2784x939,CDMX,2026-03-01,999.0,Otro,
762.0,Ángela Diana Barreto,arceliasaiz@example.org,(146)622-1231x180,Guanajuato,2025-02-22,999.0,M,
763.0,María Eugenia Rocío Baeza,mezamiguel@example.net,1-382-533-3531x173,Estado de México,2025-04-05,,,ABCDE
764.0,Gabriel Roldán Bravo,camachomiguel-angel@example.com,407.635.5632x1719,Estado de México,2022-04-28,-5.0,F,
765.0,Inés Pamela Blanco Adame,citlalizedillo@example.net,024.494.6271x165,Querétaro,2023-04-14,999.0,F,
